index,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
3333,0,0.68,0.85,4,156,2,0,0,support,low
14386,1,0.54,0.74,4,164,2,0,0,sales,low
7533,0,0.61,0.69,4,160,2,1,0,support,high
3911,0,0.86,0.96,4,196,3,0,0,sales,low
1716,1,0.1,0.9,6,301,5,0,0,technical,low
13152,0,0.81,0.92,5,258,3,0,1,sales,medium
11791,0,0.98,0.91,3,188,4,0,0,accounting,medium
4814,0,0.94,0.85,4,236,2,0,0,marketing,medium
12091,1,0.89,1.0,5,246,5,0,0,sales,low
9441,0,0.78,0.9,4,238,2,0,0,support,low
2792,0,0.96,0.92,4,148,3,0,0,technical,medium
12428,1,0.37,0.45,2,126,3,0,0,support,medium
1880,1,0.76,0.87,5,262,5,0,0,support,low
1097,1,0.38,0.48,2,134,3,0,0,hr,low
11110,0,0.44,0.51,2,219,4,0,0,sales,low
9639,0,0.99,0.47,3,152,5,0,0,sales,low
12871,0,0.83,0.74,4,249,2,0,0,support,medium
1841,1,0.84,1.0,5,242,5,0,0,sales,low
91,1,0.89,1.0,5,246,5,0,0,sales,low
5026,0,0.84,0.91,5,208,3,0,0,product_mng,low
907,1,0.09,0.86,6,291,4,0,0,product_mng,low
2156,0,0.81,0.86,3,231,3,0,0,sales,low
9820,0,0.96,0.85,5,211,4,0,0,support,low
8294,0,0.34,0.51,3,105,3,0,0,support,medium
10058,0,0.84,0.75,2,168,2,0,0,technical,low
1193,1,0.73,0.97,5,217,6,0,0,support,medium
10076,0,0.71,0.81,2,182,3,0,0,management,high
4926,0,0.69,0.49,3,198,4,0,0,technical,medium
1416,1,0.11,0.85,6,295,4,0,0,technical,low
2326,0,0.56,0.66,3,212,2,0,0,technical,medium
10336,0,0.85,0.69,5,273,3,1,0,hr,low
2233,0,0.7,0.89,6,214,2,0,0,sales,low
2704,0,0.63,0.5,5,246,2,0,0,hr,low
208,1,0.44,0.5,2,128,3,0,0,support,low
5289,0,0.8,0.85,3,135,2,0,0,sales,medium
6781,0,0.8,0.73,3,168,2,0,0,IT,low
4820,0,0.67,0.83,4,195,3,0,0,sales,medium
14258,1,0.57,0.7,3,273,6,0,0,support,low
1007,1,0.36,0.52,2,137,3,1,0,sales,medium
8211,0,0.85,0.8,4,248,3,0,0,technical,low
11390,0,0.49,0.6,4,264,2,1,0,product_mng,low
1316,1,0.88,1.0,5,247,5,0,0,sales,medium
8246,0,0.61,0.7,3,225,3,0,0,accounting,low
3577,0,0.49,0.84,5,193,3,0,0,product_mng,medium
5955,0,0.7,0.98,3,215,2,0,0,sales,low
2295,0,1.0,0.86,4,161,2,0,0,marketing,high
5184,0,0.59,0.51,3,243,2,0,0,RandD,low
12683,1,0.86,0.98,3,158,5,0,0,sales,low
1873,1,0.09,0.93,6,279,4,0,0,technical,low
12403,1,0.92,0.93,5,240,5,0,0,sales,low
2313,0,0.98,0.77,3,134,2,1,0,sales,low
1537,1,0.4,0.57,2,152,3,0,0,sales,low
8021,0,0.65,0.95,4,153,2,0,0,marketing,low
8347,0,0.97,0.6,6,168,5,1,0,sales,high
3185,0,0.9,0.74,5,249,3,0,0,support,medium
8942,0,0.92,0.75,4,212,3,0,0,sales,low
89,1,0.1,0.79,6,291,4,0,0,sales,low
5222,0,0.96,0.59,3,229,3,0,0,hr,low
2130,0,0.76,0.68,4,189,2,1,0,IT,medium
2170,0,0.81,0.94,3,225,4,0,0,hr,medium
2199,0,0.78,0.84,3,233,3,1,0,IT,low
8676,0,0.6,0.88,4,175,3,0,0,support,low
10229,0,0.64,0.52,3,269,2,0,0,sales,medium
7075,0,0.3,0.47,6,156,2,1,0,support,medium
10854,0,0.59,0.72,3,182,3,0,0,sales,medium
9542,0,0.87,0.84,4,237,3,1,0,sales,medium
2482,0,0.21,0.5,5,255,5,0,0,technical,medium
1365,1,0.1,0.83,6,293,4,0,0,product_mng,low
1345,1,0.38,1.0,5,137,4,0,0,support,low
13856,0,0.76,0.85,3,180,7,0,0,sales,medium
12519,1,0.39,0.51,2,129,3,0,0,IT,low
2737,0,0.63,0.5,3,246,3,0,0,product_mng,low
1146,1,0.8,0.95,5,217,5,0,0,support,low
7213,0,0.72,0.73,5,211,2,0,0,technical,medium
8385,0,0.66,0.51,6,105,4,0,0,IT,high
13323,0,0.85,0.94,5,235,4,0,0,sales,low
12326,1,0.37,0.52,2,157,3,0,0,sales,low
11943,0,0.85,0.72,3,245,10,0,0,accounting,medium
8832,0,0.25,0.8,5,186,4,1,0,support,medium
14659,1,0.36,0.48,2,159,3,0,0,product_mng,low
13547,0,0.85,0.67,3,176,2,0,0,IT,medium
10890,0,0.55,0.54,3,233,2,0,0,support,low
9268,0,0.54,0.48,6,196,2,0,0,hr,medium
3869,0,0.74,0.7,4,260,2,0,0,support,low
12271,1,0.11,0.84,6,251,4,0,0,technical,medium
7769,0,0.73,0.69,3,175,2,0,0,IT,medium
9576,0,0.24,0.58,3,184,5,1,0,technical,medium
12072,1,0.45,0.49,2,149,3,0,0,product_mng,high
12627,1,0.41,0.46,2,156,3,1,0,sales,low
10555,0,0.75,0.9,3,140,3,0,0,sales,low
8092,0,0.93,0.9,5,210,3,0,0,accounting,low
4983,0,0.14,0.73,5,266,6,0,0,sales,low
14725,1,0.83,0.96,5,275,5,0,0,support,low
293,1,0.11,0.91,6,308,4,1,0,IT,low
6462,0,0.84,0.99,4,219,2,0,0,support,low
1676,1,0.1,0.81,7,270,4,0,0,RandD,medium
2765,0,0.76,0.63,3,162,2,0,0,sales,medium
5209,0,0.74,0.66,3,177,2,0,0,sales,low
13051,0,0.63,0.64,3,180,3,0,0,accounting,low
7726,0,0.77,0.56,5,226,4,0,0,sales,low
10430,0,0.71,0.36,2,132,5,0,0,support,medium
5074,0,0.61,0.75,2,100,4,0,0,technical,low
13512,0,0.76,0.99,3,133,4,0,0,sales,low
13132,0,0.55,0.98,4,185,2,1,0,marketing,low
184,1,0.36,0.55,2,141,3,0,0,hr,medium
3423,0,0.65,0.69,6,131,5,0,0,IT,medium
1664,1,0.1,0.96,6,264,4,0,0,management,medium
9853,0,0.74,0.85,3,176,3,0,0,management,medium
7833,0,0.88,0.63,3,184,4,0,0,support,medium
1154,1,0.39,0.53,2,131,3,0,0,sales,medium
3767,0,0.92,0.85,3,155,2,0,0,accounting,medium
1492,1,0.38,0.55,2,160,3,0,0,technical,low
13099,0,0.2,0.94,6,191,5,0,0,support,low
7278,0,0.5,0.64,5,195,2,0,0,sales,low
2582,0,0.58,0.86,5,271,3,0,0,IT,low
7387,0,0.93,0.71,5,270,2,0,0,technical,high
12767,1,0.44,0.54,2,127,3,0,0,management,medium
1227,1,0.39,0.54,2,131,3,0,0,marketing,low
7338,0,0.59,0.76,4,234,3,0,0,sales,high
9166,0,0.84,0.52,6,98,3,0,0,marketing,low
7197,0,0.53,0.94,4,202,3,1,0,sales,low
5391,0,0.83,0.9,3,102,4,0,0,support,medium
4822,0,0.66,0.85,3,266,5,0,0,sales,low
3588,0,0.72,0.76,4,144,3,1,0,accounting,low
5517,0,0.96,0.82,4,201,2,0,0,sales,high
14083,0,0.97,0.94,4,253,3,0,0,support,medium
3406,0,0.6,0.63,4,192,3,0,0,support,low
7579,0,0.41,0.75,4,199,3,0,0,sales,low
11505,0,0.65,0.89,4,204,8,1,0,support,low
12174,1,0.7,0.53,2,274,4,0,0,sales,low
14720,1,0.37,0.57,2,155,3,0,0,support,low
5043,0,0.49,0.76,3,257,2,1,0,marketing,medium
5104,0,0.38,0.5,2,170,3,0,0,product_mng,low
14692,1,0.1,0.79,6,274,4,0,0,sales,low
1228,1,0.1,0.85,7,310,5,0,0,marketing,low
1968,1,0.84,0.91,5,232,6,0,0,management,low
434,1,0.1,0.84,6,309,4,0,0,support,low
13526,0,0.66,0.77,4,188,2,0,0,technical,low
6363,0,0.99,0.77,5,222,2,0,0,accounting,medium
6527,0,0.93,0.86,4,145,3,0,0,technical,medium
13373,0,0.78,0.89,4,137,3,0,0,IT,medium
2136,0,0.74,0.82,4,142,2,0,0,marketing,medium
10305,0,0.13,0.48,3,210,3,0,0,sales,high
3792,0,0.68,1.0,5,203,2,0,0,support,low
6957,0,0.96,0.37,3,111,2,0,0,sales,high
14876,1,0.1,0.97,7,306,4,0,0,marketing,low
8007,0,0.75,0.74,3,186,3,1,0,RandD,medium
11106,0,0.68,0.65,3,173,3,1,0,marketing,high
6767,0,0.73,0.95,3,149,2,0,0,support,low
2316,0,0.6,0.98,3,262,2,0,0,accounting,low
5778,0,0.7,0.92,4,142,2,1,0,support,medium
12849,0,0.74,0.87,5,264,3,0,0,accounting,high
10291,0,0.74,0.75,4,169,4,0,0,IT,low
8397,0,0.74,0.56,4,254,2,0,0,marketing,low
1682,1,0.59,1.0,3,156,4,0,0,accounting,low
8579,0,0.59,0.56,4,250,2,0,0,accounting,medium
5612,0,0.63,0.94,2,228,2,1,0,technical,low
13616,0,0.6,0.62,3,238,4,0,1,marketing,medium
11044,0,0.93,0.99,3,169,3,0,0,technical,low
10587,0,0.75,0.83,3,146,3,0,0,support,medium
2656,0,0.67,0.59,3,177,3,1,0,IT,low
11385,0,0.67,0.67,4,141,2,1,0,sales,low
4754,0,0.77,0.82,3,147,4,0,0,sales,high
5715,0,0.77,0.87,5,257,2,0,0,product_mng,medium
3695,0,0.85,0.54,4,174,2,0,0,hr,medium
10483,0,0.6,0.52,3,236,3,0,0,sales,medium
8281,0,0.21,0.55,4,189,2,0,0,technical,low
8836,0,0.57,0.98,3,214,2,0,0,technical,medium
13048,0,0.86,0.66,4,251,3,0,0,RandD,low
5146,0,0.75,0.53,4,251,3,0,0,hr,low
10417,0,0.99,0.98,4,169,3,1,0,technical,low
9015,0,0.66,1.0,4,192,2,0,0,sales,low
7687,0,0.26,0.7,3,238,6,0,0,support,medium
5330,0,0.59,0.51,3,203,2,1,0,IT,medium
3165,0,0.81,0.83,4,259,3,1,0,technical,low
13042,0,0.87,0.72,2,154,3,0,0,IT,medium
5616,0,0.49,0.99,6,205,5,0,0,technical,high
14059,0,0.82,0.69,3,250,3,0,0,accounting,low
707,1,0.79,0.91,5,271,5,0,0,sales,low
4239,0,0.98,0.5,4,264,3,0,0,technical,high
8977,0,0.56,0.84,5,154,2,1,0,support,low
10242,0,0.51,0.51,2,271,3,0,0,sales,medium
10872,0,0.2,0.42,4,256,5,0,0,hr,low
2469,0,0.76,0.74,3,224,2,0,0,accounting,low
5960,0,0.77,0.71,2,242,2,0,0,marketing,medium
10348,0,0.84,0.79,2,150,3,0,0,technical,low
11054,0,0.59,0.54,4,178,2,0,0,support,medium
178,1,0.37,0.51,2,127,3,0,0,sales,medium
4267,0,0.64,0.89,3,175,3,1,0,product_mng,high
8604,0,0.99,0.73,4,224,2,0,0,support,low
10552,0,0.97,0.5,3,266,3,1,0,sales,medium
8608,0,0.67,0.8,4,190,4,0,0,technical,medium
11607,0,0.77,0.68,3,214,8,1,0,management,high
13286,0,0.82,0.89,4,239,2,0,0,product_mng,medium
5390,0,0.66,0.73,5,249,2,0,0,support,medium
14557,1,0.81,1.0,4,253,5,0,0,technical,low
3248,0,0.76,0.62,3,150,2,1,0,technical,medium
12652,1,0.09,0.77,6,290,4,0,0,technical,medium
11593,0,0.65,0.85,4,172,3,0,0,sales,medium
10590,0,0.56,0.83,3,236,3,1,0,technical,medium
740,1,0.1,0.89,7,291,4,0,0,support,medium
73,1,0.09,0.87,7,295,4,0,0,product_mng,low
337,1,0.44,0.51,2,140,3,0,0,hr,medium
10400,0,0.83,0.53,3,186,4,0,0,sales,medium
2360,0,0.19,0.63,4,142,6,0,0,RandD,low
10180,0,0.88,0.5,3,142,3,0,0,accounting,low
13631,0,0.78,0.43,4,275,3,0,0,IT,low
7000,0,0.56,0.76,3,207,2,0,0,support,medium
14011,0,0.67,0.91,2,245,2,1,1,sales,medium
9684,0,0.38,0.63,2,182,2,0,0,product_mng,medium
2202,0,0.14,0.64,5,164,5,0,0,product_mng,low
3963,0,0.57,0.78,3,206,4,0,0,RandD,medium
5312,0,0.8,0.79,5,240,2,0,0,support,low
11012,0,0.95,0.74,5,243,6,0,0,management,medium
13940,0,0.93,0.7,5,231,7,0,1,sales,high
7641,0,0.71,0.77,3,149,2,0,0,sales,medium
6195,0,0.9,0.74,3,227,3,0,0,sales,low
14717,1,0.83,0.98,4,259,5,0,0,support,medium
2978,0,0.88,0.86,3,187,3,0,0,marketing,low
11351,0,0.64,0.52,5,258,10,1,0,management,high
13452,0,0.62,0.79,3,259,3,0,0,support,medium
10548,0,0.27,0.85,5,142,6,0,0,sales,medium
3049,0,0.83,0.79,4,143,3,0,0,RandD,low
8823,0,0.75,0.73,5,181,3,1,0,technical,low
10383,0,0.93,0.81,3,143,3,0,0,support,low
1896,1,0.39,0.49,2,127,3,0,0,IT,medium
13848,0,0.94,0.64,5,247,10,0,0,sales,medium
1080,1,0.86,0.95,4,238,5,0,0,sales,medium
4728,0,0.2,0.53,3,149,4,0,1,RandD,low
10227,0,0.59,0.37,3,125,2,0,0,RandD,medium
9358,0,0.75,0.49,4,246,3,0,0,support,low
5947,0,0.67,0.57,3,206,3,1,0,product_mng,medium
14344,1,0.44,0.51,2,138,3,0,0,support,low
11195,0,0.47,0.79,3,284,10,0,0,sales,low
11819,0,0.61,0.61,4,246,2,0,0,accounting,low
9994,0,0.55,0.58,5,208,3,0,0,IT,low
6325,0,0.84,0.55,4,149,2,0,0,product_mng,medium
3670,0,0.49,0.92,5,176,3,0,0,marketing,low
4274,0,0.59,0.79,4,181,3,0,0,RandD,medium
4594,0,0.22,0.89,4,262,4,0,0,sales,high
12215,1,0.36,0.51,2,155,3,0,0,IT,low
12772,1,0.31,0.77,4,149,3,0,0,sales,medium
12316,1,0.43,0.47,2,135,3,0,0,sales,low
2246,0,0.67,0.85,3,160,4,0,0,hr,medium
11805,0,0.44,0.65,3,175,2,0,0,IT,low
81,1,0.38,0.49,2,151,3,0,0,technical,low
12469,1,0.41,0.52,2,159,3,0,0,sales,low
14801,1,0.38,0.55,2,148,3,0,0,support,low
877,1,0.49,0.63,6,265,3,0,0,technical,low
5262,0,0.68,0.97,5,207,4,1,0,RandD,low
5785,0,0.44,0.97,4,240,5,1,0,technical,medium
1340,1,0.1,0.96,6,275,4,0,0,technical,low
14931,1,0.87,0.88,5,240,5,0,0,IT,medium
3387,0,0.89,0.7,4,235,2,1,0,accounting,high
4496,0,0.86,0.88,4,220,2,0,0,product_mng,low
759,1,0.41,0.55,2,151,3,0,0,sales,low
10410,0,0.45,0.5,5,99,4,1,0,accounting,low
1356,1,0.1,0.79,6,271,4,0,0,technical,medium
11913,0,0.96,0.68,3,206,3,0,0,sales,medium
7782,0,0.38,0.51,2,120,3,0,0,RandD,low
3094,0,0.74,0.63,3,231,3,0,0,technical,low
9790,0,0.72,0.78,3,229,2,0,0,sales,medium
5088,0,0.61,0.95,4,169,4,0,0,support,medium
2093,0,0.58,0.9,3,212,3,0,0,hr,medium
7441,0,0.92,0.77,5,191,2,0,0,technical,medium
10707,0,0.96,0.55,3,225,4,1,0,sales,medium
3178,0,0.63,0.83,4,145,4,0,0,support,medium
13992,0,0.51,0.71,2,180,3,0,0,product_mng,low
5370,0,0.64,0.61,3,221,3,0,0,accounting,low
13189,0,0.81,0.55,3,199,2,1,0,IT,medium
9658,0,0.61,0.96,4,161,3,1,0,technical,medium
7640,0,0.87,0.64,2,148,6,1,0,marketing,medium
319,1,0.4,0.46,2,130,3,0,0,sales,low
12472,1,0.89,0.85,5,266,5,0,0,sales,low
848,1,0.1,0.81,6,301,4,1,0,sales,medium
14533,1,0.61,0.47,2,253,3,0,0,sales,low
2785,0,0.71,0.88,3,140,2,0,0,technical,low
1443,1,0.11,0.88,7,305,4,0,0,product_mng,low
13563,0,0.51,0.73,4,229,3,0,0,sales,low
2028,0,0.61,0.98,3,267,3,0,0,technical,low
4935,0,0.67,0.71,4,173,3,0,0,support,high
3983,0,0.59,0.57,5,257,2,0,0,sales,low
4471,0,0.68,0.94,3,264,2,0,0,technical,low
10984,0,0.99,0.99,4,163,4,0,0,product_mng,medium
12827,0,0.99,0.55,3,170,3,0,0,marketing,medium
5250,0,0.86,0.71,3,235,3,0,0,IT,medium
8993,0,0.96,0.94,3,167,3,0,0,IT,low
6341,0,0.72,0.58,3,198,2,0,0,marketing,low
5999,0,0.78,0.98,4,260,3,0,0,technical,low
11662,0,0.7,0.7,3,162,8,0,0,RandD,high
12498,1,0.44,0.48,2,143,3,0,0,technical,medium
13838,0,0.97,0.64,4,238,10,1,0,product_mng,medium
2512,0,0.22,0.81,5,205,4,0,0,RandD,low
4161,0,0.9,0.74,3,260,4,0,0,technical,high
13151,0,0.95,0.84,3,270,3,1,1,sales,medium
374,1,0.86,0.84,5,254,5,0,0,product_mng,medium
13590,0,0.64,0.38,5,122,4,0,0,sales,low
14905,1,0.11,0.77,6,247,4,0,0,technical,medium
3527,0,0.52,0.96,4,170,2,0,0,sales,low
13962,0,0.99,0.92,4,265,4,1,0,product_mng,medium
9218,0,0.73,0.92,3,199,3,1,0,management,medium
6424,0,0.5,0.89,3,187,4,1,0,sales,medium
12629,1,0.46,0.54,2,144,3,0,0,sales,low
13163,0,0.19,0.94,4,196,5,0,0,technical,low
1506,1,0.4,0.51,2,160,3,0,0,support,medium
3168,0,0.71,0.62,3,258,2,0,0,technical,medium
13821,0,0.89,0.86,4,153,3,0,0,accounting,low
372,1,0.39,0.48,2,141,3,0,0,product_mng,medium
6720,0,0.57,0.49,3,159,4,1,0,technical,high
7083,0,0.58,0.58,3,122,3,0,0,management,high
4985,0,0.49,0.81,4,233,3,0,0,sales,low
14099,0,0.7,0.54,3,194,2,1,0,IT,low
12400,1,0.91,1.0,5,251,6,0,0,sales,low
4432,0,0.65,0.6,5,160,3,0,0,technical,medium
13931,0,0.31,0.63,3,150,3,1,0,sales,medium
1325,1,0.42,0.53,2,131,3,0,0,accounting,medium
6498,0,0.6,0.75,5,233,3,1,0,sales,low
3859,0,0.53,0.5,6,264,6,0,0,technical,low
1579,1,0.65,0.86,2,181,2,0,0,support,low
4192,0,0.37,0.48,2,285,5,0,0,IT,medium
14301,1,0.4,0.5,2,130,3,0,0,sales,low
3250,0,0.52,0.73,2,233,3,0,0,technical,medium
14403,1,0.74,0.91,4,232,5,0,0,technical,medium
2637,0,0.5,0.49,3,214,3,0,0,technical,medium
13576,0,0.75,0.59,5,149,4,0,0,sales,medium
11929,0,0.82,0.76,3,219,8,1,0,IT,low
4295,0,0.51,0.5,5,251,3,1,0,sales,low
129,1,0.37,0.45,2,151,3,0,0,support,low
10753,0,0.6,0.86,6,247,6,0,0,product_mng,medium
10311,0,0.61,0.62,4,233,3,0,0,marketing,medium
1635,1,0.43,0.47,2,137,3,0,0,hr,medium
8153,0,0.44,0.54,3,115,3,0,0,IT,medium
5219,0,0.55,0.8,4,260,3,0,0,hr,high
14155,0,0.99,0.68,5,264,10,1,0,support,medium
7651,0,0.2,0.58,5,199,4,0,0,sales,low
7073,0,0.55,0.91,3,243,4,0,0,support,medium
370,1,0.37,0.45,2,142,3,0,0,IT,low
5884,0,0.98,0.74,4,260,2,1,0,marketing,low
10696,0,0.82,0.67,3,229,3,0,0,sales,medium
2116,0,0.61,0.85,5,230,3,0,0,support,low
13814,0,0.69,0.86,5,195,6,0,0,management,high
1820,1,0.43,0.52,2,136,3,0,0,IT,medium
13282,0,0.97,0.5,3,216,3,0,0,IT,low
881,1,0.89,1.0,5,253,5,0,0,technical,medium
13025,0,0.88,0.61,4,177,4,1,0,support,low
4327,0,0.66,0.84,4,168,2,0,0,support,low
8569,0,0.96,0.48,4,222,3,0,0,sales,medium
5509,0,0.96,0.93,5,141,2,1,0,sales,medium
11102,0,0.96,0.82,4,244,3,0,0,support,high
10199,0,0.61,0.56,2,160,3,0,0,support,medium
432,1,0.44,0.51,2,150,3,0,0,support,low
11853,0,0.71,0.63,3,204,3,0,0,marketing,low
13994,0,0.66,0.79,5,134,3,0,0,management,high
7138,0,0.8,0.98,3,209,3,0,0,technical,medium
6445,0,0.5,0.52,5,137,3,1,0,technical,medium
11675,0,0.17,0.61,6,154,10,1,0,sales,medium
1591,1,0.41,0.55,2,159,3,0,0,IT,medium
5239,0,0.93,0.97,5,255,4,0,0,support,medium
4268,0,0.96,0.9,3,161,3,0,0,product_mng,medium
3727,0,0.81,0.52,3,255,5,0,0,IT,medium
3863,0,0.57,0.96,4,264,2,0,0,support,low
1876,1,0.11,0.8,6,304,4,0,0,technical,low
2654,0,0.71,0.48,5,114,3,0,0,management,low
7392,0,0.9,0.7,3,223,2,0,0,IT,low
9006,0,0.85,0.99,4,233,2,0,0,marketing,high
10448,0,0.94,0.89,4,192,2,0,0,product_mng,low
12264,1,0.42,0.5,2,139,3,0,0,hr,medium
6362,0,0.61,0.53,4,266,3,0,0,accounting,medium
13236,0,0.67,0.68,4,171,3,0,0,sales,low
4112,0,0.88,0.98,3,160,2,0,0,product_mng,medium
10212,0,0.82,0.97,3,137,3,0,0,management,high
4212,0,0.18,0.6,3,140,4,0,0,sales,low
367,1,0.4,0.56,2,131,3,0,0,IT,low
7463,0,0.5,0.78,4,208,3,1,0,technical,medium
3436,0,0.15,0.36,5,159,2,0,0,accounting,low
12448,1,0.36,0.48,2,159,3,0,0,product_mng,low
14750,1,0.11,0.94,7,244,4,0,0,management,medium
13499,0,0.69,0.76,3,174,6,0,0,sales,medium
7623,0,0.52,0.9,3,133,3,0,0,product_mng,low
10130,0,0.52,0.85,4,257,2,0,0,support,medium
6117,0,0.9,0.6,3,268,3,0,0,sales,low
5944,0,0.45,0.6,2,98,3,0,0,product_mng,low
6119,0,0.75,0.86,3,249,3,0,0,sales,low
2893,0,0.72,0.58,4,149,3,0,0,product_mng,low
13505,0,0.91,0.64,3,241,10,0,0,sales,medium
14992,1,0.4,0.48,2,155,3,0,0,support,low
239,1,0.1,0.97,7,254,4,0,0,sales,low
7128,0,0.71,0.99,5,208,2,1,0,accounting,low
14162,0,0.71,0.69,4,222,4,0,0,sales,medium
542,1,0.77,0.91,5,236,5,0,0,marketing,medium
6947,0,0.64,0.75,4,172,4,0,0,marketing,medium
10917,0,0.99,0.73,4,240,4,0,0,accounting,low
10646,0,0.53,0.8,4,241,3,1,0,technical,low
1459,1,0.39,0.54,2,133,3,0,0,marketing,low
12059,1,0.85,1.0,4,225,5,0,0,technical,low
1903,1,0.85,0.87,4,273,5,0,0,RandD,medium
4648,0,0.64,0.4,3,248,3,0,0,product_mng,medium
362,1,0.41,0.54,2,145,3,0,0,support,low
12837,0,0.16,0.54,5,206,5,0,0,sales,medium
7114,0,0.96,0.83,3,234,3,0,0,sales,low
7210,0,0.51,0.89,6,170,4,0,0,hr,low
2086,0,0.12,0.87,4,244,5,0,0,sales,low
2988,0,0.99,0.76,4,204,2,0,0,sales,medium
12369,1,0.1,0.82,6,266,4,0,0,IT,low
6932,0,0.97,0.66,4,214,2,1,0,IT,low
9922,0,0.95,0.73,2,187,2,0,0,IT,medium
13944,0,0.74,0.74,5,160,3,1,0,sales,high
4451,0,0.87,0.68,5,187,3,0,0,sales,low
14073,0,0.92,1.0,4,261,4,0,0,sales,medium
3607,0,0.64,0.66,3,188,4,0,0,sales,medium
3984,0,0.59,0.93,3,265,3,1,0,sales,low
3347,0,0.45,0.39,4,275,3,0,0,IT,medium
2083,0,0.25,0.65,5,220,3,0,0,sales,low
11037,0,0.72,0.85,5,237,4,0,0,accounting,low
6786,0,0.95,0.68,3,165,3,0,0,IT,medium
2514,0,0.7,0.63,3,155,4,1,0,RandD,low
12842,0,0.6,0.62,5,165,2,0,0,sales,medium
3004,0,0.42,0.89,6,188,5,1,0,sales,low
12981,0,0.72,0.61,3,175,3,0,0,sales,high
1181,1,0.39,0.5,2,127,3,0,0,technical,low
14546,1,0.45,0.47,2,151,3,0,0,accounting,medium
3599,0,0.76,0.8,2,219,4,1,0,sales,low
4745,0,0.48,0.5,4,179,3,0,0,sales,medium
9926,0,0.88,0.56,4,243,4,0,0,accounting,medium
9525,0,0.87,0.71,5,244,2,0,0,IT,low
12708,1,0.11,0.87,6,255,4,0,0,sales,low
6703,0,0.87,0.74,5,248,2,0,0,IT,low
1229,1,0.42,0.55,2,148,3,0,0,sales,low
13377,0,0.48,0.77,6,274,6,0,0,product_mng,medium
2780,0,0.35,0.52,5,244,3,0,0,hr,low
10938,0,0.85,0.98,5,222,3,0,1,sales,medium
14423,1,0.88,1.0,5,219,5,0,0,technical,low
9726,0,0.63,0.74,4,202,3,0,0,hr,low
14021,0,0.73,0.9,5,184,3,0,0,IT,low
3946,0,0.52,0.92,4,150,2,1,0,support,low
3492,0,0.52,0.49,4,249,4,1,0,technical,medium
10497,0,0.74,0.93,6,225,4,0,0,technical,low
960,1,0.39,0.51,2,132,3,0,0,support,medium
3313,0,0.53,0.73,4,227,3,0,0,hr,medium
1164,1,0.11,0.93,7,288,4,0,0,sales,high
12659,1,0.77,0.91,5,221,6,0,0,support,medium
1306,1,0.11,0.93,6,276,4,0,0,sales,low
2993,0,0.66,0.52,3,149,4,1,0,sales,medium
5709,0,0.82,0.59,3,210,3,0,0,management,medium
1575,1,0.8,0.83,5,275,5,0,0,support,low
3742,0,0.69,0.84,3,253,2,0,0,technical,medium
5580,0,0.88,0.71,5,246,3,0,0,marketing,medium
3834,0,0.19,0.5,6,143,5,1,0,sales,low
10740,0,0.97,0.83,3,238,2,0,0,support,medium
10387,0,0.76,0.61,4,172,2,0,0,marketing,low
1858,1,0.38,0.47,2,128,3,0,0,sales,medium
4354,0,0.84,0.58,3,140,3,0,0,accounting,medium
12027,1,0.4,0.49,2,135,3,0,0,sales,low
769,1,0.42,0.46,2,141,3,0,0,marketing,medium
10253,0,0.75,0.72,5,174,3,0,0,sales,medium
3940,0,0.58,0.71,3,205,3,0,0,support,low
6592,0,0.82,0.52,5,225,2,0,0,accounting,high
11536,0,0.56,0.98,5,171,3,1,0,sales,low
4210,0,0.87,0.53,6,216,6,1,0,sales,medium
5912,0,0.34,0.6,4,154,2,0,0,hr,low
9786,0,0.81,0.87,4,203,2,0,0,sales,medium
957,1,0.39,0.57,2,133,3,0,0,technical,medium
11165,0,0.54,0.68,6,249,5,0,0,product_mng,medium
10481,0,0.84,0.73,3,181,3,1,0,sales,medium
13902,0,0.22,0.62,3,180,3,0,0,support,low
7498,0,0.97,0.94,3,202,2,0,0,sales,medium
3818,0,0.39,0.56,6,228,5,0,0,technical,medium
12967,0,0.31,0.51,2,146,3,0,0,RandD,low
6421,0,0.24,0.91,5,177,5,0,0,sales,low
8248,0,0.97,0.86,5,222,3,0,0,technical,low
3300,0,0.73,0.68,5,190,2,0,0,sales,medium
1435,1,0.43,0.45,2,146,3,0,0,IT,medium
3958,0,0.55,0.75,3,156,3,0,0,product_mng,medium
4531,0,0.93,0.96,5,135,3,1,0,sales,low
1057,1,0.4,0.51,2,136,3,0,0,product_mng,low
12443,1,0.81,0.98,5,245,5,0,0,IT,low
10013,0,0.49,0.85,3,250,2,0,0,sales,medium
6979,0,0.92,0.81,4,206,2,0,0,hr,medium
7505,0,0.56,0.77,5,279,4,0,0,sales,low
13304,0,0.45,0.63,5,111,5,0,0,management,medium
60,1,0.85,0.91,5,226,5,0,0,management,medium
6173,0,0.63,0.85,3,151,4,1,0,product_mng,medium
4878,0,0.53,0.52,3,233,4,0,0,IT,low
35,1,0.1,0.94,6,255,4,0,0,technical,low
12716,1,0.43,0.47,2,131,3,0,0,accounting,low
11686,0,0.36,0.41,3,167,10,0,0,support,low
7315,0,0.81,0.53,3,258,2,0,0,IT,low
5746,0,0.55,0.6,4,176,3,0,0,sales,medium
7454,0,0.49,0.57,4,141,3,0,0,support,medium
